k_bind,k_unbind,k_df_block,k_cAMP_boost,Motility_Index_final,Motility_Index_max,Motility_Index_mean,Active_PKA_final,Cap_Sperm_final,Ca_High_final,cAMP_High_final,success
1e-05,0.0005623413251903491,0.01,0.001,122.85195780986433,933.9975039082926,122.85280818117111,999.4991311766117,123.25042834290853,999.4999995655872,997.7653674064785,True
1e-05,0.0005623413251903491,0.01,0.01,123.0724279413663,934.2070699196267,123.07327777608798,999.5000275291587,123.25042821965081,999.5000000137665,999.555061348638,True
1e-05,0.0031622776601683794,1e-06,1e-06,402.2645057021446,920.4816708548283,402.1649162076076,999.4996305573725,403.1664780586479,999.4999998152798,998.7616603386883,True
1e-05,0.0031622776601683794,1e-06,1e-05,402.26561536100036,920.4821540946629,402.16602622618046,999.4996319364764,403.1664778974445,999.4999998159678,998.7644144736332,True
1e-05,0.0031622776601683794,1e-06,0.0001,402.2764479257162,920.4869349566611,402.1768614876953,999.4996453970184,403.16647787311456,999.4999998226988,998.7912966887849,True
1e-05,0.0031622776601683794,1e-06,0.001,402.3634818475045,920.5301181611824,402.2639119496705,999.499753518301,403.16647829685763,999.4999998767605,999.0072795202491,True
1e-05,0.0031622776601683794,1e-06,0.01,402.61997283898603,920.740567166664,402.5204089752213,999.5000718846696,403.166477899527,999.5000000359415,999.6437900239483,True
1e-05,0.0031622776601683794,1e-05,1e-06,429.02876014306673,921.0271909133771,429.02874433762054,999.4996691387457,429.95755635173134,999.4999998345671,998.8387150739245,True
1e-05,0.0031622776601683794,1e-05,1e-05,429.02980112839276,921.0276739683566,429.02978532525293,999.4996703515385,429.95755633494724,999.4999998351745,998.8411374591581,True
1e-05,0.0031622776601683794,1e-05,0.0001,429.03997713249953,921.0324530231799,429.03996128325343,999.4996822065642,429.957556300235,999.4999998411025,998.8648168413773,True
1e-05,0.0031622776601683794,1e-05,0.001,429.1227458022613,921.0756216619434,429.12273006422913,999.4997786107776,429.9575562587617,999.4999998893051,999.0574175179586,True
1e-05,0.0031622776601683794,1e-05,0.01,429.3776021040604,921.2860459312906,429.3775863316003,999.5000752194289,429.9575563147252,999.5000000376098,999.6504614919953,True
1e-05,0.0031622776601683794,0.0001,1e-06,439.0899082373227,925.117732541719,439.08990861665757,999.499682427413,440.0287865596216,999.4999998412146,998.8652579784831,True
1e-05,0.0031622776601683794,0.0001,1e-05,439.0909255266958,925.1182141358427,439.09092590594827,999.4996835853926,440.0287865596153,999.4999998417937,998.867571005063,True
1e-05,0.0031622776601683794,0.0001,0.0001,439.10087491223044,925.1229789071886,439.10087525086533,999.4996949104554,440.0287865923685,999.499999847456,998.8901930023594,True
1e-05,0.0031622776601683794,0.0001,0.001,439.18214572170444,925.1660322359261,439.182146359256,999.4997873995823,440.0287865095329,999.4999998936999,999.0749798854765,True
1e-05,0.0031622776601683794,0.0001,0.01,439.4363222707827,925.3762524615148,439.4363236430956,999.5000764409301,440.0287864200064,999.5000000382215,999.6529052354168,True
1e-05,0.0031622776601683794,0.001,1e-06,440.42464514857363,933.5060855345027,440.42464580506123,999.4996841447698,441.36486093456523,999.4999998420731,998.868688341101,True
1e-05,0.0031622776601683794,0.001,1e-05,440.4256589345684,933.5065635218378,440.4256596851156,999.4996852957555,441.3648604956189,999.499999842647,998.8709874171374,True
1e-05,0.0031622776601683794,0.001,0.0001,440.43557938846544,933.5112930219897,440.4355799012447,999.4996965531943,441.3648609133467,999.4999998482765,998.8934744804259,True
1e-05,0.0031622776601683794,0.001,0.001,440.51665561167425,933.554060765464,440.51665606704097,999.4997885409634,441.3648609137384,999.4999998942715,999.0772607045279,True
1e-05,0.0031622776601683794,0.001,0.01,440.7707397234142,933.7637196132772,440.77074037247127,999.5000766016933,441.3648609074181,999.5000000383,999.6532268636577,True
1e-05,0.0031622776601683794,0.01,1e-06,440.5626803178026,935.3193683142066,440.56268097943024,999.4996843217789,441.50303442024995,999.4999998421594,998.8690419176785,True
1e-05,0.0031622776601683794,0.01,1e-05,440.563694088964,935.3198453625478,440.5636947923759,999.4996854720478,441.5030342826716,999.4999998427359,998.8713395590892,True
1e-05,0.0031622776601683794,0.01,0.0001,440.5736111225417,935.324565680631,440.57361157636956,999.499696722526,441.50303430164496,999.4999998483618,998.8938127356361,True
1e-05,0.0031622776601683794,0.01,0.001,440.65466644661666,935.3672593114292,440.65466802763626,999.499788658676,441.5030334813314,999.49999989433,999.0774959379897,True
1e-05,0.0031622776601683794,0.01,0.01,440.90874176377287,935.5767635810455,440.9087423918253,999.5000766183032,441.5030342800267,999.5000000383103,999.6532600916137,True
1e-05,0.01778279410038923,1e-06,1e-06,790.3190669155198,929.0962830490861,790.2601044160663,999.499934418363,791.6096523703858,999.4999999672103,999.3688539325545,True
1e-05,0.01778279410038923,1e-06,1e-05,790.3196337353194,929.0967633606173,790.2606711370889,999.4999347765605,791.6096525166472,999.4999999673876,999.3695701406696,True
1e-05,0.01778279410038923,1e-06,0.0001,790.3252304527041,929.1015155920878,790.2662682831777,999.4999383143053,791.609652438683,999.4999999691557,999.3766438227539,True
1e-05,0.01778279410038923,1e-06,0.001,790.374987594526,929.1444678056877,790.316028578708,999.4999697638165,791.6096525546759,999.4999999848806,999.439530772934,True
1e-05,0.01778279410038923,1e-06,0.01,790.5976892310736,929.354519230473,790.5387357711874,999.500110475194,791.6096524627764,999.5000000552365,999.7209992143555,True
1e-05,0.01778279410038923,1e-05,1e-06,807.9063462048124,929.6023573771396,807.9063426090567,999.499941280445,809.2145359646797,999.4999999706397,999.3825746787772,True
1e-05,0.01778279410038923,1e-05,1e-05,807.9069005774866,929.6028375156421,807.9068969719681,999.4999416232359,809.2145359600223,999.499999970813,999.3832601022664,True
1e-05,0.01778279410038923,1e-05,0.0001,807.9123773926718,929.6075880551518,807.9123737782155,999.499945009731,809.2145359561707,999.4999999725048,999.3900315560257,True
1e-05,0.01778279410038923,1e-05,0.001,807.9611854304045,929.6505266022333,807.9611818136426,999.499975187288,809.2145359708871,999.4999999875917,999.4503770356207,True
1e-05,0.01778279410038923,1e-05,0.01,808.1822625265222,929.8605541181327,808.1822589025907,999.5001118316462,809.214535956995,999.500000055914,999.7237133315374,True
1e-05,0.01778279410038923,0.0001,1e-06,814.1466867877463,933.3741815930643,814.1466867772123,999.4999436440482,815.4611228462365,999.4999999718214,999.3873007964697,True
1e-05,0.01778279410038923,0.0001,1e-05,814.1472369291748,933.374660370464,814.1472369291691,999.4999439816105,815.4611228460535,999.4999999719909,999.3879757726338,True
1e-05,0.01778279410038923,0.0001,0.0001,814.1526724045099,933.3793975990691,814.1526724097117,999.4999473167657,815.4611228454569,999.4999999736575,999.3946446313654,True
1e-05,0.01778279410038923,0.0001,0.001,814.2011523286351,933.4222284672949,814.2011523280041,999.4999770615999,815.4611228460448,999.4999999885309,999.4541253034345,True
1e-05,0.01778279410038923,0.0001,0.01,814.4216555739029,933.632060126896,814.4216555739096,999.5001123066232,815.4611228460572,999.5000000561535,999.7246637090909,True
1e-05,0.01778279410038923,0.001,1e-06,814.9601863395176,940.8541714040126,814.9601863124641,999.499943949504,816.2754366710604,999.4999999719755,999.3879115743321,True
1e-05,0.01778279410038923,0.001,1e-05,814.9607358847383,940.8546469055066,814.9607358846455,999.4999442863959,816.2754366220322,999.4999999721438,999.3885852061474,True
1e-05,0.01778279410038923,0.001,0.0001,814.9661660167686,940.8593520933939,814.9661660166778,999.4999476149434,816.2754366217328,999.4999999738086,999.3952408624499,True
1e-05,0.01778279410038923,0.001,0.001,815.0146034845244,940.9019231025983,815.0146034763821,999.4999773040558,816.2754366133017,999.4999999886516,999.4546101695015,True
1e-05,0.01778279410038923,0.001,0.01,815.2350320318728,941.111232283371,815.2350320319257,999.5001123683013,816.2754366217509,999.500000056184,999.7247871201242,True
1e-05,0.01778279410038923,0.01,1e-06,815.0441277208419,942.3331087878083,815.0441276968639,999.4999439809892,816.3594620735407,999.4999999719904,999.3879745284643,True
1e-05,0.01778279410038923,0.01,1e-05,815.0446772597853,942.3335834931188,815.0446772597685,999.4999443178089,816.3594620747082,999.4999999721596,999.3886480218346,True
1e-05,0.01778279410038923,0.01,0.0001,815.0501067707798,942.3382808947579,815.0501068915223,999.4999476456754,816.3594620040892,999.4999999738253,999.3953023180135,True
1e-05,0.01778279410038923,0.01,0.001,815.0985399416402,942.3807890157129,815.0985399415591,999.4999773290476,816.3594620745915,999.4999999886634,999.4546601516593,True
1e-05,0.01778279410038923,0.01,0.01,815.3189607765357,942.589964290526,815.3189608078219,999.500112374665,816.3594620778081,999.500000056187,999.724799848069,True
1e-05,0.1,1e-06,1e-06,953.8262893190911,959.1826982995599,953.8118505998631,999.4999884607804,955.280528638097,999.4999999942273,999.4769220775186,True
1e-05,0.1,1e-06,1e-05,953.8267590989645,959.1831676325697,953.8123203953332,999.4999887068012,955.2805286209616,999.499999994352,999.4774141130947,True
1e-05,0.1,1e-06,0.0001,953.8314089140713,959.1878124663052,953.8169702679407,999.4999911418615,955.280528623374,999.4999999955704,999.4822840320613,True
1e-05,0.1,1e-06,0.001,953.8735469259635,959.2298933124707,953.8591088692859,999.5000132080141,955.2805286130199,999.5000000066028,999.526416724528,True
1e-05,0.1,1e-06,0.01,954.0816279658338,959.4383005552661,954.0671911314118,999.5001221439513,955.2805286305232,999.5000000610697,999.7443475927116,True
1e-05,0.1,1e-05,1e-06,958.3025007420972,959.5317706608843,958.3025000231612,999.4999896810725,959.7612199751605,999.4999999948404,999.4793625673333,True
1e-05,0.1,1e-05,1e-05,958.3029683490505,959.5322398703429,958.3029676372763,999.4999899248079,959.7612199735322,999.4999999949616,999.4798500245198,True
1e-05,0.1,1e-05,0.0001,958.3075967211997,959.5368834950737,958.3075960032021,999.4999923373116,959.7612199720086,999.4999999961666,999.4846748589888,True
1e-05,0.1,1e-05,0.001,958.3495587979316,959.5789545043792,958.3495580780033,999.5000142086461,959.7612199733677,999.5000000071044,999.5284181005759,True
1e-05,0.1,1e-05,0.01,958.5572564984835,959.7873428238308,958.557255778544,999.5001224359864,959.7612199751086,999.5000000612167,999.7449319535041,True
1e-05,0.1,0.0001,1e-06,959.8540659425091,962.0580156606244,959.8540659425088,999.4999901014029,961.3143380213768,999.4999999950514,999.480203194571,True
1e-05,0.1,0.0001,1e-05,959.8545327972619,962.0584839197145,959.8545327972603,999.4999903443543,961.314338021377,999.4999999951725,999.4806890796547,True
1e-05,0.1,0.0001,0.0001,959.8591537856839,962.0631182436832,959.8591537856838,999.4999927491102,961.3143380213753,999.4999999963754,999.4854984327382,True
1e-05,0.1,0.0001,0.001,959.9010552156435,962.1051134936044,959.901055215644,999.5000145535198,961.3143380213752,999.5000000072753,999.5291078844049,True
1e-05,0.1,0.0001,0.01,960.1086202722977,962.3133512256525,960.1086202722978,999.5001225369033,961.314338021376,999.5000000612678,999.7451338843284,True
1e-05,0.1,0.001,1e-06,960.0549470208997,966.2942416784324,960.0549470208995,999.499990155722,961.5154201465301,999.4999999950778,999.4803118321034,True
1e-05,0.1,0.001,1e-05,960.0554137782344,966.2947079259297,960.0554137782343,999.499990398573,961.5154201465298,999.4999999952005,999.4807975142037,True
1e-05,0.1,0.001,0.0001,960.0600338122155,966.299322565164,960.0600338122156,999.4999928023306,961.5154201465316,999.4999999964016,999.4856048683622,True
1e-05,0.1,0.001,0.001,960.1019274032172,966.3411573326181,960.101927403217,999.5000145980968,961.5154201465316,999.5000000073001,999.5291970431739,True
1e-05,0.1,0.001,0.01,960.3094752952519,966.5490475715782,960.3094752952517,999.5001225499572,961.5154201465306,999.5000000612761,999.7451600049294,True
1e-05,0.1,0.01,1e-06,960.0756570228104,966.7801197190319,960.0756570228106,999.4999901613212,961.5361508755208,999.499999995081,999.480323029599,True
1e-05,0.1,0.01,1e-05,960.0761237701026,966.7805856403108,960.0761237701029,999.4999904041614,961.5361508755211,999.4999999952036,999.4808086907785,True
1e-05,0.1,0.01,0.0001,960.0807437057028,966.7851970886692,960.0807437057093,999.499992807815,961.5361508755201,999.4999999964054,999.4856158389257,True
1e-05,0.1,0.01,0.001,960.1226364887095,966.8270061410929,960.1226364887145,999.5000146026891,961.5361508755241,999.5000000073022,999.5292062331508,True
1e-05,0.1,0.01,0.01,960.3301826112559,967.0348378066326,960.3301826112559,999.5001225513067,961.5361508755194,999.5000000612755,999.7451626975486,True
0.0001,0.0001,1e-06,1e-06,1.7394859239289773,433.2036730396368,1.7387376674604706,999.3883433428699,2.1316076852751045,999.4999441654312,816.9520888822353,True
0.0001,0.0001,1e-06,1e-05,1.8361399952277586,433.2045280420191,1.8354119052790703,999.4205035415447,2.1316076853492003,999.4999602486046,862.3180505534517,True
0.0001,0.0001,1e-06,0.0001,2.0451433256003595,433.2128831480868,2.0444349354790043,999.4796635483953,2.1316076871556353,999.4999898315658,960.4167273484832,True
0.0001,0.0001,1e-06,0.001,2.119097583111238,433.28122027774583,2.118369269563647,999.4978045049005,2.13160768545821,999.499998902248,995.1282064437634,True
0.0001,0.0001,1e-06,0.01,2.1284146682066694,433.5116602791765,2.127683227668925,999.5000006561755,2.1316076852782047,999.5000000003301,999.5013123501989,True
0.0001,0.0001,1e-05,1e-06,1.9779992630099656,435.82506421108184,1.9780353674379823,999.3995336115427,2.3794893329173123,999.4999497617578,832.186074436381,True
0.0001,0.0001,1e-05,1e-05,2.0705887971810037,435.82591700886985,2.0705909908318207,999.4263535858729,2.3794893329099693,999.4999631740809,871.1170583194654,True
0.0001,0.0001,1e-05,0.0001,2.28478207876071,435.83425136101704,2.2847820317402467,999.480075767744,2.379489332967399,999.4999900376864,961.1785850298571,True
0.0001,0.0001,1e-05,0.001,2.3655523656586004,435.90247004498053,2.3655523182334894,999.4978104257215,2.379489332879354,999.4999989052098,995.1399447718682,True
0.0001,0.0001,1e-05,0.01,2.3759252973136693,436.1330870387137,2.375925249479235,999.5000007178007,2.3794893326802797,999.5000000003588,999.5014356109185,True
0.0001,0.0001,0.0001,1e-06,2.073942568641791,455.96743981281855,2.0739736848854835,999.403410999381,2.4787774195954473,999.4999517008339,837.5979189707974,True
0.0001,0.0001,0.0001,1e-05,2.164955757578772,455.9682736238481,2.1649578985399587,999.4284625144766,2.4787774195954477,999.4999642286978,874.3332570757622,True
0.0001,0.0001,0.0001,0.0001,2.380854142172061,455.97642869119323,2.3808541421703526,999.4802362809346,2.4787774195954455,999.4999901179463,961.4755701684568,True
0.0001,0.0001,0.0001,0.001,2.46427051904907,456.043587294757,2.4642705191763117,999.4978127892132,2.4787774196053407,999.4999989063912,995.144630645958,True
0.0001,0.0001,0.0001,0.01,2.4750647924501084,456.2751944823528,2.4750647916855724,999.5000007424798,2.47877742074994,999.500000000371,999.5014849653296,True
0.0001,0.0001,0.001,1e-06,2.0869450992819454,500.2414243153654,2.0869756274248292,999.40391300673,2.492216672333702,999.4999519518859,838.3037409799509,True
0.0001,0.0001,0.001,1e-05,2.1777473362542783,500.242199309193,2.177749450856298,999.4287387575021,2.4922166723336994,999.4999643668389,874.7562974733755,True
0.0001,0.0001,0.001,0.0001,2.393861746827926,500.2497958065045,2.393861746820062,999.4802578113314,2.4922166723337047,999.4999901287107,961.5154201490483,True
0.0001,0.0001,0.001,0.001,2.477632697442384,500.31343060505617,2.477632696205927,999.4978131087735,2.49221667224409,999.4999989065516,995.1452642135918,True
0.0001,0.0001,0.001,0.01,2.4884839319131897,500.54456758897123,2.4884839318682483,999.5000007458207,2.4922166724270416,999.5000000003739,999.5014916450095,True
0.0001,0.0001,0.01,1e-06,2.088293527975638,510.49313512175337,2.088323995840322,999.4039647619603,2.493610172617739,999.4999519777698,838.3765764039618,True
0.0001,0.0001,0.01,1e-05,2.179073922984441,510.49389083918743,2.1790760340303255,999.428767278887,2.4936101726177355,999.4999643811007,874.799998614569,True
0.0001,0.0001,0.01,0.0001,2.39521053956108,510.5013042522326,2.3952105395642063,999.4802600411517,2.4936101726177364,999.4999901298246,961.5195474410218,True
0.0001,0.0001,0.01,0.001,2.4790182070266655,510.56377397394215,2.4790182070305007,999.497813141902,2.4936101726162865,999.4999989065684,995.1453298980209,True
0.0001,0.0001,0.01,0.01,2.4898753467023176,510.79420569255046,2.4898753467023136,999.5000007461667,2.493610172617728,999.5000000003732,999.5014923376099,True
0.0001,0.0005623413251903491,1e-06,1e-06,11.382359132628094,435.08326136568974,11.378311242039928,999.4793854178085,11.869929278216965,999.499989692498,959.9033730030334,True
0.0001,0.0005623413251903491,1e-06,1e-05,11.414381661334046,435.08411505975744,11.410347179028541,999.4808444621465,11.86992927553661,999.4999904220459,962.6025088162526,True
0.0001,0.0005623413251903491,1e-06,0.0001,11.59288767028243,435.09245788790366,11.588892487640567,999.4888301922549,11.86992927789455,999.4999944150333,977.6485384019429,True
0.0001,0.0005623413251903491,1e-06,0.001,11.805275387039263,435.1607277141157,11.80125740929389,999.4980173748388,11.869929283704295,999.4999990086841,995.5504108064507,True
0.0001,0.0005623413251903491,1e-06,0.01,11.852205772756182,435.39132281507545,11.848173729407257,999.5000030546748,11.869929283931416,999.5000000015286,999.506109391619,True
0.0001,0.0005623413251903491,1e-05,1e-06,12.74394038822891,437.70313301527744,12.743940117751984,999.4815216487032,13.235246107109395,999.4999907606496,963.8604188079487,True
0.0001,0.0005623413251903491,1e-05,1e-05,12.773140400981042,437.70398450178317,12.773140134735195,999.4827056891993,13.235246106994255,999.4999913526934,966.067753712995,True
0.0001,0.0005623413251903491,1e-05,0.0001,12.943346921952335,437.7123065417372,12.943346658909158,999.4895012262048,13.235246107157524,999.4999947505597,978.9342820486319,True
0.0001,0.0005623413251903491,1e-05,0.001,13.163862116432554,437.7804573225106,13.163861854347372,999.4980442929248,13.235246107041172,999.4999990221424,995.6038254005344,True
0.0001,0.0005623413251903491,1e-05,0.01,13.215492779426524,438.0112253728609,13.215492517799866,999.5000033872618,13.235246105500181,999.500000001694,999.5067745726299,True
0.0001,0.0005623413251903491,0.0001,1e-06,13.288576676202855,457.82676945850835,13.288576677229536,999.4822582911231,13.781250970769342,999.4999911289876,965.2325099139177,True
0.0001,0.0005623413251903491,0.0001,1e-05,13.316781824206775,457.8276019558161,13.316781824014157,999.4833537432081,13.78125097076889,999.4999916767338,967.2801656884421,True
0.0001,0.0005623413251903491,0.0001,0.0001,13.483834709622968,457.83574464227723,13.483834709622998,999.4897480068673,13.78125097076887,999.4999948739516,979.4079802312528,True
0.0001,0.0005623413251903491,0.0001,0.001,13.707211431850927,457.9028320620701,13.707211444386608,999.4980548768796,13.781250973982186,999.4999990274382,995.6248291322437,True
0.0001,0.0005623413251903491,0.0001,0.01,13.760686401191956,458.13456086103434,13.76068640083241,999.5000035200179,13.781250970774911,999.5000000017607,999.5070400842726,True
0.0001,0.0005623413251903491,0.001,1e-06,13.362263334872834,501.9838112127971,13.362263334846011,999.4823535222224,13.855118005242856,999.4999911766048,965.4101751215946,True
0.0001,0.0005623413251903491,0.001,1e-05,13.390339044351787,501.98458506978335,13.39033904435151,999.4834377577602,13.855118005242861,999.4999917187422,967.4375670815826,True
0.0001,0.0005623413251903491,0.001,0.0001,13.556972476207683,501.99217077605664,13.556972476207735,999.4897805254124,13.855118005242856,999.4999948902114,979.470434103762,True
0.0001,0.0005623413251903491,0.001,0.001,13.780720750312478,502.0557388650683,13.780720750661636,999.4980563009515,13.855118005245064,999.4999990281491,995.6276552486513,True
0.0001,0.0005623413251903491,0.001,0.01,13.834443707400805,502.2869456242845,13.834443707250605,999.5000035379657,13.855118005249675,999.5000000017689,999.5070759824391,True
0.0001,0.0005623413251903491,0.01,1e-06,13.369903362372126,512.1707493250263,13.369903361845378,999.4823633383205,13.862776671762196,999.4999911815133,965.4284919613741,True
0.0001,0.0005623413251903491,0.01,1e-05,13.397965718459815,512.1715040274865,13.397965718696536,999.4834464207519,13.862776671762253,999.4999917230742,967.4538001259281,True
0.0001,0.0005623413251903491,0.01,0.0001,13.564555758330926,512.1789077874522,13.564555758330158,999.4897838854764,13.862776671762166,999.49999489189,979.4768877646402,True
0.0001,0.0005623413251903491,0.01,0.001,13.788342349506156,512.2413168247821,13.788342349510943,999.4980564484991,13.86277667176233,999.4999990282215,995.6279480566039,True
0.0001,0.0005623413251903491,0.01,0.01,13.842090997389255,512.4718108810305,13.842090997389272,999.500003539825,13.862776671762207,999.50000000177,999.5070797041294,True
0.0001,0.0031622776601683794,1e-06,1e-06,62.71860890559385,445.48778069312874,62.698255061518125,999.4963091749595,63.27691035966247,999.49999815458,992.1724397690277,True
0.0001,0.0031622776601683794,1e-06,1e-05,62.72548710084261,445.48862699384705,62.70513565729021,999.4963643521799,63.27691031391582,999.4999981821697,992.2811947860525,True
0.0001,0.0031622776601683794,1e-06,0.0001,62.78503968558722,445.49690034126655,62.76470543425445,999.4968415779482,63.2769103023451,999.4999984207763,993.2228082013029,True
0.0001,0.0031622776601683794,1e-06,0.001,63.02058136417786,445.56478290440236,63.00026791331145,999.4987202660301,63.27691026769886,999.4999993601334,996.9470662646053,True
0.0001,0.0031622776601683794,1e-06,0.01,63.183938300658646,445.7961767734102,63.163595892357264,999.5000149878721,63.276910335857956,999.5000000074918,999.5299766365947,True
0.0001,0.0031622776601683794,1e-05,1e-06,69.56991304204058,448.0989235838156,69.56991173306808,999.4966939921856,70.13552447684971,999.4999983469911,992.9314159511969,True
0.0001,0.0031622776601683794,1e-05,1e-05,69.57613844410187,448.0997676647178,69.57613714536365,999.4967389807257,70.1355244778293,999.4999983694851,993.0202228064239,True
0.0001,0.0031622776601683794,1e-05,0.0001,69.63074923941575,448.10802007476894,69.63074792517591,999.4971332871276,70.13552447801578,999.4999985666402,993.7992590333229,True
0.0001,0.0031622776601683794,1e-05,0.001,69.86001409967442,448.17578059411005,69.8600127890276,999.4987819287187,70.13552447873829,999.4999993909652,997.0697778113465,True
0.0001,0.0031622776601683794,1e-05,0.01,70.0326862349821,448.40732579894853,70.03268492881354,999.5000164932866,70.13552447868902,999.5000000082455,999.5329876614699,True
0.0001,0.0031622776601683794,0.0001,1e-06,72.28708606277768,468.1165277476984,72.28708606278101,999.4968265679558,72.85557315724427,999.4999984132795,993.19316454138,True
0.0001,0.0031622776601683794,0.0001,1e-05,72.29308562851142,468.1173528556602,72.29308562951849,999.4968682840508,72.85557315729207,999.4999984341364,993.2755544908292,True
0.0001,0.0031622776601683794,0.0001,0.0001,72.34595570295137,468.12542582307833,72.345955702964,999.4972356006499,72.85557315724189,999.4999986177959,994.001600840091,True
0.0001,0.0031622776601683794,0.0001,0.001,72.57272572389094,468.1921071851094,72.57272572389095,999.4988050282358,72.85557315724353,999.4999994025118,997.115754683315,True
0.0001,0.0031622776601683794,0.0001,0.01,72.74883274349592,468.42445614858303,72.74883274349698,999.5000170849859,72.85557315724334,999.500000008542,999.534171142813,True
0.0001,0.0031622776601683794,0.001,1e-06,72.65369343350648,511.62384361936506,72.65369343390256,999.496843702251,73.222567632161,999.4999984218458,993.227003394255,True
0.0001,0.0031622776601683794,0.001,1e-05,72.65966377748917,511.62461111410454,72.65966377346021,999.4968850043167,73.22256763246564,999.4999984424975,993.3085811176003,True
0.0001,0.0031622776601683794,0.001,0.0001,72.71230742062397,511.6321363796387,72.71230742083165,999.497248892943,73.22256763215896,999.4999986244416,994.0278945791907,True
0.0001,0.0031622776601683794,0.001,0.001,72.9387413413955,511.6953275598875,72.93874134140839,999.498808089325,73.22256763216451,999.499999404043,997.1218477437039,True
0.0001,0.0031622776601683794,0.001,0.01,73.11530118882254,511.92688217148356,73.11530118887926,999.5000171645919,73.22256763216576,999.5000000085817,999.5343303614218,True
0.0001,0.0031622776601683794,0.01,1e-06,72.6916905037,521.454401746405,72.69169049488241,999.4968454683338,73.2606048121461,999.4999984227281,993.2304913946646,True
0.0001,0.0031622776601683794,0.01,1e-05,72.69765782128472,521.4551507648721,72.69765782132498,999.4968867278375,73.26060479861594,999.4999984433583,993.3119856193401,True
0.0001,0.0031622776601683794,0.01,0.0001,72.75027810676474,521.4625004237038,72.75027810674449,999.4972502639185,73.26060479861665,999.4999986251283,994.0306066174878,True
0.0001,0.0031622776601683794,0.01,0.001,72.97667720197326,521.5245665776395,72.97667720197288,999.4988084058522,73.26060479861648,999.4999994042022,997.122477787301,True
0.0001,0.0031622776601683794,0.01,0.01,73.15328384113623,521.7553714865506,73.15328384118516,999.5000171728406,73.26060479862603,999.5000000085879,999.5343468574258,True
0.0001,0.01778279410038923,1e-06,1e-06,274.51983561056176,499.12219306577606,274.4518108237398,999.499342991436,275.2936548856733,999.499999671492,998.1877072707942,True
0.0001,0.01778279410038923,1e-06,1e-05,274.5214570106173,499.1229981428226,274.45343266732215,999.4993459455158,275.2936548712969,999.4999996729713,998.1935999801896,True
0.0001,0.01778279410038923,1e-06,0.0001,274.53710948962083,499.13088178670455,274.4690889415378,999.4993744612464,275.2936548772836,999.4999996872293,998.2504857925691,True
0.0001,0.01778279410038923,1e-06,0.001,274.652398914835,499.19644283180276,274.58439860371016,999.4995843960654,275.2936548412387,999.4999997921981,998.6694824994297,True
0.0001,0.01778279410038923,1e-06,0.01,274.91066175502914,499.43050235748785,274.8426582519868,999.5000540377024,275.2936549892716,999.5000000270201,999.6080870907155,True
0.0001,0.01778279410038923,1e-05,1e-06,297.02983187270667,501.67921340624997,297.0298278087766,999.499411580437,297.82625448029626,999.4999997057918,998.3245441964491,True
0.0001,0.01778279410038923,1e-05,1e-05,297.0313314812628,501.68001629304223,297.0313274114132,999.4994141051974,297.8262544853325,999.4999997070546,998.3295818776087,True
0.0001,0.01778279410038923,1e-05,0.0001,297.04584602159196,501.68787913782035,297.04584193453513,999.4994385408093,297.8262544958133,999.4999997192685,998.3783411476986,True
0.0001,0.01778279410038923,1e-05,0.001,297.15491689493973,501.75331007309387,297.1549128350428,999.4996220883666,297.82625448038476,999.4999998110449,998.74474756716,True
0.0001,0.01778279410038923,1e-05,0.01,297.4139382282634,501.9874281968161,297.41393415716175,999.5000574377958,297.82625448916076,999.5000000287187,999.6148887860264,True
0.0001,0.01778279410038923,0.0001,1e-06,305.6613263493341,521.0842210651097,305.6613263493341,999.4994352066153,306.4664130685116,999.4999997176025,998.3716877563913,True
0.0001,0.01778279410038923,0.0001,1e-05,305.6627839633199,521.0850057176789,305.66278396332217,999.4994375912701,306.4664130685108,999.4999997187958,998.3764463305657,True
0.0001,0.01778279410038923,0.0001,0.0001,305.67690483780416,521.0926950931074,305.6769048357269,999.4994606918215,306.46641306836244,999.499999730347,998.4225457985926,True
0.0001,0.01778279410038923,0.0001,0.001,305.7837626761023,521.157019293175,305.78376267610207,999.4996354330668,306.4664130685087,999.4999998177158,998.7713973833122,True
0.0001,0.01778279410038923,0.0001,0.01,306.0429150562962,521.391277710264,306.04291505629277,999.5000587104533,306.4664130685093,999.5000000293542,999.6174346983973,True
0.0001,0.01778279410038923,0.001,1e-06,306.81348741154557,561.1750008554384,306.81348741154574,999.4994382599474,307.61973052559534,999.4999997191289,998.3777806853986,True
0.0001,0.01778279410038923,0.001,1e-05,306.8149395978506,561.1757341585391,306.8149395978507,999.4994406267847,307.61973052559546,999.4999997203132,998.3825037659365,True
0.0001,0.01778279410038923,0.001,0.0001,306.829009535319,561.18293340759,306.82900953531896,999.4994635574419,307.6197305255949,999.4999997317789,998.42826473173,True
0.0001,0.01778279410038923,0.001,0.001,306.9355786363395,561.244012812776,306.9355786363394,999.4996371715658,307.61973052559466,999.4999998185855,998.7748693273007,True
0.0001,0.01778279410038923,0.001,0.01,307.1947424798213,561.4764222450315,307.19474247994447,999.500058879061,307.6197305255963,999.5000000294391,999.6177719911001,True
0.0001,0.01778279410038923,0.01,1e-06,306.9327361800613,569.2300100159279,306.932736180055,999.4994385746595,307.73909897951785,999.4999997192863,998.3784087011501,True
