k_bind,k_unbind,k_df_block,k_cAMP_boost,Motility_Index_final,Motility_Index_max,Motility_Index_mean,Active_PKA_final,Cap_Sperm_final,Ca_High_final,cAMP_High_final,success
1e-06,0.01778279410038923,1e-06,0.01,973.1298934997141,991.5562700820311,973.1208065005696,999.5001233776755,974.3503230881421,999.5000000616888,999.7468162552234,True
1e-06,0.01778279410038923,1e-05,1e-06,975.4905090102844,991.3587055467997,975.4905084454718,999.4999942628389,976.9664303484681,999.4999999971293,999.4885258080884,True
1e-06,0.01778279410038923,1e-05,1e-05,975.4909684029734,991.3591605007633,975.4909678403303,999.4999944980732,976.9664303498773,999.4999999972482,999.4889962654925,True
1e-06,0.01778279410038923,1e-05,0.0001,975.4955162589794,991.3636645991638,975.49551569435,999.4999968268116,976.9664303501223,999.4999999984145,999.4936536730448,True
1e-06,0.01778279410038923,1e-05,0.001,975.5368161471993,991.4045962818075,975.53681557837,999.5000179735647,976.9664303512031,999.5000000089884,999.5359484194448,True
1e-06,0.01778279410038923,1e-05,0.01,975.7430510103333,991.6105148631517,975.7430504464634,999.5001235450695,976.9664303498699,999.5000000617734,999.7471512070583,True
1e-06,0.01778279410038923,0.0001,1e-06,976.3939556962526,991.7622514549694,976.3939556943644,999.4999944992085,977.8707812167374,999.499999997249,999.4889985377173,True
1e-06,0.01778279410038923,0.0001,1e-05,976.3944146635438,991.7627062759501,976.3944146635397,999.4999947340065,977.8707812166916,999.4999999973663,999.4894681262823,True
1e-06,0.01778279410038923,0.0001,0.0001,976.3989583645101,991.767209071926,976.3989583645313,999.4999970584716,977.870781216698,999.4999999985307,999.4941169756295,True
1e-06,0.01778279410038923,0.0001,0.001,976.4402240222435,991.8081300791263,976.4402240222676,999.5000181681312,977.8707812167002,999.5000000090852,999.536337585635,True
1e-06,0.01778279410038923,0.0001,0.01,976.646382395185,992.0140271665233,976.6463824028192,999.5001236028296,977.8707812154852,999.5000000618013,999.7472667890454,True
1e-06,0.01778279410038923,0.001,1e-06,976.5108335553367,992.5589174483406,976.5108335643437,999.4999945297546,977.9877760488083,999.4999999972644,999.4890596303777,True
1e-06,0.01778279410038923,0.001,1e-05,976.5112927622075,992.5593719524659,976.5112924796462,999.4999947644963,977.9877763434255,999.4999999973807,999.4895291068718,True
1e-06,0.01778279410038923,0.001,0.0001,976.5158356333413,992.5638716450746,976.5158356344281,999.4999970884102,977.9877760502513,999.4999999985454,999.4941768506255,True
1e-06,0.01778279410038923,0.001,0.001,976.5570968684139,992.6047671818066,976.5570968684141,999.5000181932809,977.9877760516731,999.5000000090973,999.5363878839402,True
1e-06,0.01778279410038923,0.001,0.01,976.7632453477984,992.8106090338638,976.7632453453105,999.5001236103001,977.9877760494352,999.5000000618068,999.7472817340326,True
1e-06,0.01778279410038923,0.01,1e-06,976.5228820868482,992.7160858291795,976.5228819999949,999.499994532904,977.9998366386526,999.4999999972658,999.4890659273806,True
1e-06,0.01778279410038923,0.01,1e-05,976.523340895741,992.716540260908,976.5233408957472,999.4999947676417,977.9998365405454,999.4999999973854,999.4895353920989,True
1e-06,0.01778279410038923,0.01,0.0001,976.5278840817487,992.721039204223,976.5278840206236,999.4999970914929,977.999836617969,999.4999999985463,999.4941830221136,True
1e-06,0.01778279410038923,0.01,0.001,976.5691447820434,992.7619286328963,976.5691447820293,999.5000181958727,977.9998365405376,999.5000000090981,999.5363930683525,True
1e-06,0.01778279410038923,0.01,0.01,976.775292244768,992.9677566472063,976.775292245141,999.5001236110708,977.999836541381,999.500000061807,999.7472832745468,True
1e-06,0.1,1e-06,1e-06,993.8462283546002,994.4546309050962,993.8446598120615,999.4999989809916,995.34052025693,999.4999999994906,999.4979619867422,True
1e-06,0.1,1e-06,1e-05,993.8466792774136,994.4550848121341,993.8451107416163,999.4999992076258,995.3405202510029,999.4999999996022,999.4984152530376,True
1e-06,0.1,1e-06,0.0001,993.8511441862762,994.4595786563898,993.8495756559959,999.5000014516474,995.3405202552422,999.500000000726,999.5029033032145,True
1e-06,0.1,1e-06,0.001,993.8917595615648,994.5004262383661,993.8901910906576,999.5000218636499,995.3405202512718,999.5000000108544,999.5437292279755,True
1e-06,0.1,1e-06,0.01,994.0964482321477,994.7061729444569,994.0948798927486,999.5001247083798,995.3405202506626,999.5000000623534,999.7494789814351,True
1e-06,0.1,1e-05,1e-06,994.3301457467355,994.4913184876452,994.3301456701543,999.4999991030236,995.8249219548753,999.4999999995488,999.498206047457,True
1e-06,0.1,1e-05,1e-05,994.3305964564704,994.4917723824723,994.330596379024,999.4999993294358,995.8249219547581,999.4999999996644,999.4986588733591,True
1e-06,0.1,1e-05,0.0001,994.3350592156905,994.4962661071042,994.3350591374243,999.5000015712843,995.8249219553048,999.5000000007853,999.5031425843758,True
1e-06,0.1,1e-05,0.001,994.375656855635,994.5371127078898,994.3756567775966,999.5000219644487,995.8249219552469,999.5000000109815,999.5439308274531,True
1e-06,0.1,1e-05,0.01,994.5803049887976,994.7428574171563,994.5803049111781,999.5001247387567,995.8249219549521,999.5000000623692,999.7495397695553,True
1e-06,0.1,0.0001,1e-06,994.4969396658063,994.7565797893819,994.4969396658067,999.4999991450562,995.9918828017453,999.4999999995721,999.4982901139098,True
1e-06,0.1,0.0001,1e-05,994.4973903002615,994.7570335904179,994.4973903002615,999.4999993713922,995.9918828017459,999.4999999996858,999.4987427881673,True
1e-06,0.1,0.0001,0.0001,994.5018523197638,994.761526396328,994.5018523197639,999.5000016124976,995.9918828017456,999.5000000008055,999.5032250050461,True
1e-06,0.1,0.0001,0.001,994.5424438490279,994.8023654554648,994.5424438490256,999.500021999168,995.9918828017429,999.5000000110005,999.5440002722839,True
1e-06,0.1,0.0001,0.01,994.7470780129385,995.0080943935574,994.7470780129381,999.5001247492235,995.9918828017453,999.5000000623724,999.749560714818,True
1e-06,0.1,0.001,1e-06,994.5184991504582,995.2013426884898,994.5184991504585,999.4999991504891,996.0134638631873,999.4999999995744,999.4983009781321,True
1e-06,0.1,0.001,1e-05,994.5189497751711,995.201796291872,994.518949775171,999.4999993768154,996.0134638631865,999.4999999996899,999.4987536327947,True
1e-06,0.1,0.001,0.0001,994.5234116991452,995.2062871619404,994.5234116991454,999.5000016178235,996.0134638631862,999.5000000008088,999.5032356565983,True
1e-06,0.1,0.001,0.001,994.5640024386856,995.2471103232984,994.5640024386855,999.5000220036554,996.0134638631872,999.500000011002,999.5440092470564,True
1e-06,0.1,0.001,0.01,994.7686347970176,995.4528034837384,994.7686347970176,999.5001247505775,996.0134638631864,999.5000000623764,999.7495634219086,True
1e-06,0.1,0.01,1e-06,994.5207213838362,995.2528253707203,994.5207213838362,999.4999991510491,996.0156883205814,999.4999999995752,999.4983020979305,True
1e-06,0.1,0.01,1e-05,994.5211720075432,995.2532789460824,994.5211720075436,999.4999993773738,996.0156883205798,999.4999999996908,999.4987547505724,True
1e-06,0.1,0.01,0.0001,994.5256339217315,995.2577695014379,994.5256339221658,999.500001618372,996.0156883206347,999.5000000008125,999.5032367544782,True
1e-06,0.1,0.01,0.001,994.5662245798147,995.298590121456,994.5662245798147,999.5000220041198,996.0156883205801,999.5000000110037,999.5440101721058,True
1e-06,0.1,0.01,0.01,994.7708567520374,995.5042773000941,994.7708567520375,999.5001247507164,996.0156883205801,999.5000000623758,999.7495637009387,True
1e-05,0.0001,1e-06,1e-06,20.407841069337444,918.4957465551594,20.39823309432315,999.4883653488703,20.9145597108854,999.4999941826056,976.759846976765,True
1e-05,0.0001,1e-06,1e-05,20.42734787424535,918.4962304590067,20.417749715360863,999.4888534272485,20.914559734747403,999.4999944266484,977.6930026523967,True
1e-05,0.0001,1e-06,0.0001,20.560941501078002,918.5010178121299,20.55138840133733,999.4921712031878,20.914559709427316,999.4999960855748,984.083789021357,True
1e-05,0.0001,1e-06,0.001,20.80756994648358,918.5442533028994,20.798003075065814,999.4981843694821,20.914559709213798,999.4999990921846,995.8818773465509,True
1e-05,0.0001,1e-06,0.01,20.883422707898966,918.7547899302522,20.873827708628472,999.5000052413425,20.914559730774446,999.5000000026208,999.5104827947403,True
1e-05,0.0001,1e-05,1e-06,22.785514274015785,919.050117313857,22.787213090168414,999.4895750796427,23.296000500048375,999.4999947874875,979.0759965017444,True
1e-05,0.0001,1e-05,1e-05,22.803197768112923,919.0506010302317,22.80489459164988,999.489970503412,23.29600042962664,999.4999949852017,979.835457741407,True
1e-05,0.0001,1e-05,0.0001,22.92823238486311,919.0553865507073,22.929919149121602,999.4927490248714,23.296000585287867,999.4999963744837,985.2053500341364,True
1e-05,0.0001,1e-05,0.001,23.17867281202405,919.0986072778369,23.180359477952546,999.4982242644967,23.296000400973142,999.4999991121323,995.9610973025495,True
1e-05,0.0001,1e-05,0.01,23.261344568016515,919.309119009338,23.263035933306803,999.5000058106614,23.296000501600687,999.5000000029055,999.5116214560763,True
1e-05,0.0001,0.0001,1e-06,23.734935582964283,923.2124377925375,23.73801267846579,999.4899919732204,24.246852381194568,999.4999949959375,979.8767269239814,True
1e-05,0.0001,0.0001,1e-05,23.75198287027865,923.2129200259079,23.755056669698757,999.4903576433658,24.24685238665164,999.4999951787759,980.5801506004619,True
1e-05,0.0001,0.0001,0.0001,23.873884925899112,923.2176910470586,23.876942335325328,999.4929572818268,24.246852379035246,999.4999964786166,985.6102074399499,True
1e-05,0.0001,0.0001,0.001,24.12548201933689,923.2607947775973,24.128538864362955,999.4982397663124,24.246852384274348,999.4999991198806,995.9918828387982,True
1e-05,0.0001,0.0001,0.01,24.21079279709026,923.471100826029,24.213858053814413,999.5000060372366,24.246852268306718,999.5000000030174,999.5120746173644,True
1e-05,0.0001,0.001,1e-06,23.863320919307256,931.8090955830917,23.866650662653296,999.4900458601834,24.37542835570019,999.4999950228818,979.980323541162,True
1e-05,0.0001,0.001,1e-05,23.88028569573104,931.8095741350141,23.883611889537043,999.4904077663211,24.375428397947797,999.4999952038376,980.6766486094739,True
1e-05,0.0001,0.001,0.0001,24.001775544346835,931.8143091562133,24.00508418190445,999.4929845584269,24.37542826725101,999.4999964922557,985.6632585567659,True
1e-05,0.0001,0.001,0.001,24.25351483161123,931.8571215145624,24.256822771727506,999.498241844302,24.37542825320628,999.499999120921,995.9960097287432,True
1e-05,0.0001,0.001,0.01,24.339179209486183,932.066857844816,24.342496217370652,999.5000060678404,24.37542840541715,999.5000000030335,999.512135830229,True
1e-05,0.0001,0.01,1e-06,23.876631305291088,933.7018175481486,23.879988457637854,999.4900514136588,24.388758469685754,999.4999950254147,979.9910029221004,True
1e-05,0.0001,0.01,1e-05,23.893587600365134,933.702295127876,23.896941145442465,999.4904129337845,24.388758542998367,999.4999952064206,980.686598221324,True
1e-05,0.0001,0.01,0.0001,24.015034881454625,933.7070206426442,24.018370894110426,999.492987374667,24.388758415143432,999.4999964936617,985.6687362782498,True
1e-05,0.0001,0.01,0.001,24.266788854511606,933.7497562848371,24.270124017031513,999.498242059496,24.38875852939782,999.4999991210267,995.9964371035989,True
1e-05,0.0001,0.01,0.01,24.352489692967563,933.9593333784718,24.355833919085704,999.5000060710147,24.388758557760973,999.5000000030356,999.5121421756061,True
1e-05,0.0005623413251903491,1e-06,1e-06,106.63735041993965,918.7999049554759,106.59243056750464,999.4979231911402,107.24150812860863,999.4999989615908,995.3635637331522,True
1e-05,0.0005623413251903491,1e-06,1e-05,106.64146352570593,918.8003887578815,106.59654544216487,999.4979425368904,107.24150805497055,999.4999989712638,995.4019372761118,True
1e-05,0.0005623413251903491,1e-06,0.0001,106.67913683019117,918.8051751193918,106.63423354348323,999.4981196568982,107.2415080332434,999.4999990598703,995.7534072724513,True
1e-05,0.0005623413251903491,1e-06,0.001,106.87633631845003,918.848402624726,106.831470147861,999.4990447596639,107.24150805845657,999.4999995223793,997.5931623814612,True
1e-05,0.0005623413251903491,1e-06,0.01,107.08593888865478,919.0589259276849,107.04103916667329,999.5000243143934,107.24150806202509,999.5000000121557,999.5486311572026,True
1e-05,0.0005623413251903491,1e-05,1e-06,117.64962380820573,919.352925648843,117.65000350469221,999.4981398802196,118.26505713861752,999.4999990699359,995.7935493240201,True
1e-05,0.0005623413251903491,1e-05,1e-05,117.65335999314884,919.3534092641767,117.65373941862131,999.4981558026575,118.2650568022635,999.4999990778987,995.82515958025,True
1e-05,0.0005623413251903491,1e-05,0.0001,117.68785246413216,919.3581937969146,117.68823206167217,999.4983027375725,118.26505685792647,999.4999991513671,996.1169589622962,True
1e-05,0.0005623413251903491,1e-05,0.001,117.87668458445539,919.401406568697,117.87706397374163,999.4991056245583,118.26505689750704,999.4999995528115,997.7144430326796,True
1e-05,0.0005623413251903491,1e-05,0.01,118.09402222187018,919.6119049995394,118.09440135072629,999.5000265379111,118.26505691344533,999.5000000132685,999.5530786406764,True
1e-05,0.0005623413251903491,0.0001,1e-06,121.98572420360631,923.5042910692827,121.98650248753607,999.4982145179977,122.60558476337134,999.4999991072577,995.9417424059816,True
1e-05,0.0005623413251903491,0.0001,1e-05,121.98933087940289,923.5047732049859,121.99010972970291,999.4982293378604,122.60558495668293,999.4999991146657,995.9711724487875,True
1e-05,0.0005623413251903491,0.0001,0.0001,122.02271310929028,923.5095432712617,122.0234913228797,999.4983664723597,122.60558475530205,999.4999991832331,996.2435836113656,True
1e-05,0.0005623413251903491,0.0001,0.001,122.2084074569849,923.5526393030807,122.20918486905495,999.4991279359712,122.60558468644001,999.4999995639671,997.7589086319657,True
1e-05,0.0005623413251903491,0.0001,0.01,122.42848446450918,923.7629322960911,122.42926316628397,999.5000274014401,122.60558475529844,999.5000000137023,999.5548058821979,True
1e-05,0.0005623413251903491,0.001,1e-06,122.569430290329,932.0690712000494,122.57027361086978,999.4982241640431,123.18988634711111,999.4999991120796,995.9608978184449,True
1e-05,0.0005623413251903491,0.001,1e-05,122.57302002441007,932.0695496656973,122.57386393690787,999.498238844275,123.18988641582368,999.4999991194181,995.9900516845364,True
1e-05,0.0005623413251903491,0.001,0.0001,122.60625836115784,932.0742838432632,122.60710196165965,999.4983747347962,123.18988631628233,999.4999991873644,996.2600013076514,True
1e-05,0.0005623413251903491,0.001,0.001,122.79153714050638,932.1170893858243,122.79238021534356,999.4991308731563,123.18988640927576,999.4999995654379,997.764762600479,True
1e-05,0.0005623413251903491,0.001,0.01,123.01197070240681,932.3268139231146,123.01281444877453,999.5000275171728,123.18988649700816,999.5000000137591,999.5550373764089,True
1e-05,0.0005623413251903491,0.01,1e-06,122.62991067269894,933.9495724634345,122.6307620496999,999.4982251582896,123.25042842534005,999.499999112576,995.9628722619169,True
1e-05,0.0005623413251903491,0.01,1e-05,122.63349882014916,933.9500499619819,122.63434977157318,999.4982398241675,123.25042864110196,999.4999991199089,995.9919977398976,True
1e-05,0.0005623413251903491,0.01,0.0001,122.66672224641025,933.9547746828512,122.66757311659802,999.4983755867618,123.25042848008675,999.4999991877905,996.2616942192038,True
